Datetime,Glasgow,Edinburgh,Leeds,Manchester,Birmingham,London,Causeway Bay,New Territories,Kowloon,Central,Delhi,Mumbai,Cleveland-Elyria-Mentor,Detroit-Warren-Livonia,MONTEZUMA,Minneapolis-St. Paul-Bloomington,New York-Northern New Jersey-Long Island,Plymouth,Swansea
2018-12-31 23:00:00,,,10,11,,,,,,33.6,234.74,152.88,,,,,,,
2019-01-01 00:00:00,,,10,11,,,,,,33.6,234.74,152.88,,,,,,,
2019-01-01 01:00:00,,,10,11,,,,,,33.6,234.74,152.88,,,,,,,
2019-01-01 02:00:00,,,10,11,,,,,,33.6,234.74,152.88,,,,,,,
2019-01-01 03:00:00,,,10,11,,,,,,33.6,234.74,152.88,,,,,,,
2019-01-01 04:00:00,,,10,11,,,,,,33.6,234.74,152.88,,,,,,,
2019-01-01 05:00:00,,,10,11,,,,,,33.6,234.74,152.88,,,,,,,
2019-01-01 06:00:00,,,10,11,,,,,,33.6,234.74,152.88,,,,,,,
2019-01-01 07:00:00,,9,,,,,,,,,,,,,,,,,
2019-01-01 08:00:00,,,14,,,,,,,,,,,,,,,,
2019-01-01 09:00:00,,,,10,,,,,,,,,,,,,,,
2019-01-01 10:00:00,,,,10,,,,,,,,,,,,,,,
2019-01-01 11:00:00,,10,,,,20,,,,,,,,,,,,,
2019-01-01 12:00:00,,,,,,,,,,,,,,,,,9,,
2019-01-01 13:00:00,10,10,13,10,,10,,,,,,,5,9,,3,,13,
2019-01-01 14:00:00,10,10,13,14,,,64,36.7,70,61.1,,152.88,7,8,,3,9,13,
2019-01-01 15:00:00,10,10,13,14,,,60.3,38.3,44.7,57,,152.88,7,7,,2,,13,
2019-01-01 16:00:00,10,10,13,15,,,50.8,,,54.3,234.74,152.88,5,6,,,,13,
2019-01-01 17:00:00,10,10,,15,,,46,,,52.7,234.74,152.88,7,6,,6,4,13,
2019-01-01 18:00:00,10,,13,,,,45.5,27.8,,36.4,,,6,4,,,,13,
2019-01-01 19:00:00,10,10,13,15,,,31.6,21.5,37.4,32.7,234.74,152.88,9,7,,11,,13,
2019-01-01 20:00:00,,10,13,15,,,24.7,,,29.6,234.74,152.88,,7,,22,,13,
2019-01-01 21:00:00,11,11,13,15,,,25.5,21.4,,24.8,,,,7,,,6,14,
2019-01-01 22:00:00,12,11,13,,,,21.1,21.5,28,24.6,,152.88,,7,,17,7,14,
2019-01-01 23:00:00,,12,13,,,14,27,23.7,36.8,29.1,,,,,,,9,14,
2019-01-02 00:00:00,13,13,13,15,,,34.3,18.9,42.6,37.7,234.74,152.88,,,,,9,14,
2019-01-02 01:00:00,,,,,,,38,26.2,29.3,45.5,,152.88,6,7,,19,,,
2019-01-02 02:00:00,13,,,,,14,40.6,30.9,30.7,46.3,234.74,152.88,6,6,,,9,,
2019-01-02 03:00:00,15,14,13,15,,13,46,31.4,51.5,41.7,234.74,152.88,,,,,,14,
2019-01-02 04:00:00,15,14,13,15,,13,46,31.4,51.5,41.7,234.74,152.88,,,,,,14,
2019-01-02 05:00:00,15,14,13,15,,13,46,31.4,51.5,41.7,234.74,152.88,,,,,,14,
2019-01-02 06:00:00,,,,,,,47.1,,,45.9,234.74,152.88,,,,,,,
