Timestamp,Date,Time,Location,pm25,pm10,no2,o3,co,,
2019-01-04T08:00:00.000Z,2019-01-04,08:00:00.000,Cleveland-Elyria-Mentor,12.7,9,0.009,0.018,0.2,,
2019-01-04T09:00:00.000Z,2019-01-04,09:00:00.000,Detroit-Warren-Livonia,5.8,21,0.017,0.015,0,,
2019-01-04T09:00:00.000Z,2019-01-04,09:00:00.000,MONTEZUMA,,,,0.035,,,
2019-01-04T09:00:00.000Z,2019-01-04,09:00:00.000,Minneapolis-St. Paul-Bloomington,4,4,0.012,0.023,0.23,,
2019-01-04T08:00:00.000Z,2019-01-04,08:00:00.000,New York-Northern New Jersey-Long Island,6,11,0.029,0,0.5,,
2019-01-04T09:00:00.000Z,2019-01-04,09:00:00.000,Plymouth,16,22,53,36,,,
2019-01-04T09:00:00.000Z,2019-01-04,09:00:00.000,Swansea,17,23,74,,,,
2019-01-04T09:00:00.000Z,2019-01-04,09:00:00.000,Glasgow,13,18,55,6,,,
2019-01-04T09:00:00.000Z,2019-01-04,09:00:00.000,Edinburgh,11,17,46,29,,,
2019-01-04T09:00:00.000Z,2019-01-04,09:00:00.000,Leeds,21,35,48,8,,,
